UserName,Tweet,TimeDateStamp,Location,preprocessed_Tweet,tokenized_Tweet
AggieRothon,"RT @AHS_Nurture: ’Bringing the WELL into BEING’

Our seventh video is now available!

*Understanding Emotions✅

Meditation - A Visual Relax…",2020-06-08 20:01:28,,@ahs_nurture: ’bringing well being’ seventh video available! *understanding emotions✅ meditation - visual relax…,"['ahs_nurture', 'bringing', 'well', 'being', 'seventh', 'video', 'available', 'understanding', 'emotions', 'meditation', 'visual', 'relax']"
NHSNlandCCG,"💭😟🧠 If you're struggling with your #mentalhealth right now, there's help out there.

Find out where to get support in Northumberland 👉 https://t.co/O2oK3hFYdK

@CNTWNHS @N_landCouncil @NorthumbriaNHS @mentalhealth https://t.co/hhaFETeh6E",2020-06-08 19:00:14,Northumberland,"💭😟🧠 struggling #mentalhealth right now, there's help there. find get support northumberland 👉 @cntwnhs @n_landcouncil @northumbrianhs @mentalhealth","['struggling', 'mentalhealth', 'right', 'now', ""there's"", 'help', 'there', 'find', 'get', 'support', 'northumberland', 'cntwnhs', 'n_landcouncil', 'northumbrianhs', 'mentalhealth']"
RespectYourself,"RT @TodayBeKind: #mentalhealth Helpline 
If urgent mental health help is needed you can 
ring 0121 262 3555 for advice and support. 
This l…",2020-06-08 18:49:57,United Kingdom,@todaybekind: #mentalhealth helpline urgent mental health help needed ring 0121 262 3555 advice support. l…,"['todaybekind', 'mentalhealth', 'helpline', 'urgent', 'mental', 'health', 'help', 'needed', 'ring', 'advice', 'support']"
SynergiCC,"RT @MHNAUK: #BlackLivesMatter in nursing and in mental health care.

Some resources:

@SynergiCC: https://t.co/uGmmsqp0rb

@mentalhealth: h…",2020-06-08 18:48:50,"London, England",@mhnauk: #blacklivesmatter nursing mental health care. resources: @synergicc: @mentalhealth: h…,"['mhnauk', 'blacklivesmatter', 'nursing', 'mental', 'health', 'care', 'resources', 'synergicc', 'mentalhealth']"
Sectioned_,"@denke_anders @mentalhealth @MentalHealthCop @MHChat @mhtodaymag @mhinsights No thanks, I'm not going to video myself doing that!",2020-06-08 18:03:00,"Londoner at heart, living in SW UK","@denke_anders @mentalhealth @mentalhealthcop @mhchat @mhtodaymag @mhinsights thanks, i'm going video that!","['denke_anders', 'mentalhealth', 'mentalhealthcop', 'mhchat', 'mhtodaymag', 'mhinsights', 'thanks', 'going', 'video', 'that']"
B4ARMYB4RNEY,@TalkClubUK @gavinthorpe @Werhummingbird BOOM 💥 Drop the mike 🎤 fantastic rendition from Gavin 👏🙏🤔👊@TalkClubUK @gavinthorpe @Werhummingbird #talk #Listen @carersweek @mentalhealth @MHFAEngland @Itsoktonotbeokx @MindCharity @AHealingQueen @FarmersOfTheUK @NFUtweets @,2020-06-08 17:50:08,North Somerset,@talkclubuk @gavinthorpe @werhummingbird boom 💥 drop mike 🎤 fantastic rendition gavin 👏🙏🤔👊@talkclubuk @gavinthorpe @werhummingbird #talk #listen @carersweek @mentalhealth @mhfaengland @itsoktonotbeokx @mindcharity @ahealingqueen @farmersoftheuk @nfutweets @,"['talkclubuk', 'gavinthorpe', 'werhummingbird', 'boom', 'drop', 'mike', 'fantastic', 'rendition', 'gavin', 'talkclubuk', 'gavinthorpe', 'werhummingbird', 'talk', 'listen', 'carersweek', 'mentalhealth', 'mhfaengland', 'itsoktonotbeokx', 'mindcharity', 'ahealingqueen', 'farmersoftheuk', 'nfutweets']"
TodayBeKind,"#mentalhealth Helpline 
If urgent mental health help is needed you can 
ring 0121 262 3555 for advice and support. 
This line is available 24 hours, 7 days a week 
and can be used whether you are known to @bsmhft  services or not
plz #RT @RespectYourself @mentalhealth @samaritans",2020-06-08 17:45:43,"England, United Kingdom","#mentalhealth helpline urgent mental health help needed ring 0121 262 3555 advice support. line available 24 hours, 7 days week used whether known @bsmhft services plz #rt @respectyourself @mentalhealth @samaritans","['mentalhealth', 'helpline', 'urgent', 'mental', 'health', 'help', 'needed', 'ring', 'advice', 'support', 'line', 'available', 'hours', 'days', 'week', 'used', 'whether', 'known', 'bsmhft', 'services', 'plz', 'rt', 'respectyourself', 'mentalhealth', 'samaritans']"
ManInMortlake,"Black Lives Matter flags draped over Barnes Bridge, Hammersmith Bridge, Chiswick Bridge and Kew Bridge - all seen on my 22,956 step (17.95km) charity walk this morning for @mentalhealth.
#BlackLivesMattters
@mentalhealth 
#mentalhealth https://t.co/CEYkIAMy7b",2020-06-08 17:20:51,LB Richmond upon Thames,"black lives matter flags draped barnes bridge, hammersmith bridge, chiswick bridge kew bridge - seen 22,956 step (17.95km) charity walk morning @mentalhealth. #blacklivesmattters @mentalhealth #mentalhealth","['black', 'lives', 'matter', 'flags', 'draped', 'barnes', 'bridge', 'hammersmith', 'bridge', 'chiswick', 'bridge', 'kew', 'bridge', 'seen', 'step', 'km', 'charity', 'walk', 'morning', 'mentalhealth', 'blacklivesmattters', 'mentalhealth', 'mentalhealth']"
ManchesterMind,"RT @mentalhealth: ⚖️We all can experience mental health problems, whatever our background.💚

But the risk of experiencing mental ill-health…",2020-06-08 17:04:21,Manchester,"@mentalhealth: ⚖️we experience mental health problems, whatever background.💚 risk experiencing mental ill-health…","['mentalhealth', 'we', 'experience', 'mental', 'health', 'problems', 'whatever', 'background', 'risk', 'experiencing', 'mental', 'ill', 'health']"
AWolke,RT @SomewhereSom: The start of another week can be tough especially in these confusing time. Help is there for all. @SomewhereSom @MindinSo…,2020-06-08 17:03:06,"Newton Abbot, England",@somewheresom: start another week tough especially confusing time. help all. @somewheresom @mindinso…,"['somewheresom', 'start', 'another', 'week', 'tough', 'especially', 'confusing', 'time', 'help', 'all', 'somewheresom', 'mindinso']"
carmen_bezzina,RT @FitzpatKerry: Great tips from @mentalhealth on looking after your mental health if you are working from home! 👇 #workingfromhome  @NWSS…,2020-06-08 16:37:59,United Kingdom,@fitzpatkerry: great tips @mentalhealth looking mental health working home! 👇 #workingfromhome @nwss…,"['fitzpatkerry', 'great', 'tips', 'mentalhealth', 'looking', 'mental', 'health', 'working', 'home', 'workingfromhome', 'nwss']"
WyvilAutism,"RT @WyvilPrimary: Following our virtual #MondayMorningAssembly, this week’s #MondayMorningChallenge is to send us your photos or videos of…",2020-06-08 16:28:31,"Lambeth, London","@wyvilprimary: following virtual #mondaymorningassembly, week’s #mondaymorningchallenge send us photos videos of…","['wyvilprimary', 'following', 'virtual', 'mondaymorningassembly', 'week', 'mondaymorningchallenge', 'send', 'us', 'photos', 'videos', 'of']"
GrainneSaunder1,"RT @NHSAbility: Children are returning to school after months away, This might make feel worried or stressed. There is NHS services availab…",2020-06-08 16:07:34,"Storrington, England","@nhsability: children returning school months away, might make feel worried stressed. nhs services availab…","['nhsability', 'children', 'returning', 'school', 'months', 'away', 'might', 'make', 'feel', 'worried', 'stressed', 'nhs', 'services', 'availab']"
NHSAbility,"Children are returning to school after months away, This might make feel worried or stressed. There is NHS services available for anyone who needs support, so please remember this. #HelpUsHelpYou https://t.co/3XJJGX5Hzg @mentalhealth  @YoungMindsUK  @MindCharity https://t.co/6GFb6zgF4c",2020-06-08 16:02:13,"Leeds, England","children returning school months away, might make feel worried stressed. nhs services available anyone needs support, please remember this. #helpushelpyou @mentalhealth @youngmindsuk @mindcharity","['children', 'returning', 'school', 'months', 'away', 'might', 'make', 'feel', 'worried', 'stressed', 'nhs', 'services', 'available', 'anyone', 'needs', 'support', 'please', 'remember', 'this', 'helpushelpyou', 'mentalhealth', 'youngmindsuk', 'mindcharity']"
shonamunro8,"RT @Betty_Murphy: Special DigiShift from @scvotweet and @thirdsectorlab this Thu at 2pm for anyone working in mental health services.

With…",2020-06-08 15:56:05,Caithness ,@betty_murphy: special digishift @scvotweet @thirdsectorlab thu 2pm anyone working mental health services. with…,"['betty_murphy', 'special', 'digishift', 'scvotweet', 'thirdsectorlab', 'thu', 'pm', 'anyone', 'working', 'mental', 'health', 'services', 'with']"
NSMHF_1990,Pls share @BrahmaKumarisUK @NishkamSWAT @Counselling_UK @CounsellorsCafe @PsychNews @CovSFC @IFNetUK @mentalhealth @NCVO @NHS_HealthEdEng @NHSEngland @revdbutterworth @JustNdennis @Drsmeeee @BirmCTogether @bhamcathedral @BoardofDeputies @joycefletcher18 @FaithLeadersGrp,2020-06-08 15:30:22,United Kingdom,pls share @brahmakumarisuk @nishkamswat @counselling_uk @counsellorscafe @psychnews @covsfc @ifnetuk @mentalhealth @ncvo @nhs_healthedeng @nhsengland @revdbutterworth @justndennis @drsmeeee @birmctogether @bhamcathedral @boardofdeputies @joycefletcher18 @faithleadersgrp,"['pls', 'share', 'brahmakumarisuk', 'nishkamswat', 'counselling_uk', 'counsellorscafe', 'psychnews', 'covsfc', 'ifnetuk', 'mentalhealth', 'ncvo', 'nhs_healthedeng', 'nhsengland', 'revdbutterworth', 'justndennis', 'drsmeeee', 'birmctogether', 'bhamcathedral', 'boardofdeputies', 'joycefletcher18', 'faithleadersgrp']"
Vix_Maitland,"RT @will0pad: There’s a massacre of the creative industries, freelancers are being @ExcludedUK from receiving parity of support with the re…",2020-06-08 15:27:37,London,"@will0pad: there’s massacre creative industries, freelancers @excludeduk receiving parity support re…","['will0pad', 'there', 'massacre', 'creative', 'industries', 'freelancers', 'excludeduk', 'receiving', 'parity', 'support', 're']"
NTynesideVODA,"RT @mentalhealth: 🎧The Mental Health Foundation podcast, series five, episode one is out now✨: ‘Kindness matters to our mental health’💚

📱I…",2020-06-08 15:21:06,North Tyneside,"@mentalhealth: 🎧the mental health foundation podcast, series five, episode one now✨: ‘kindness matters mental health’💚 📱i…","['mentalhealth', 'the', 'mental', 'health', 'foundation', 'podcast', 'series', 'five', 'episode', 'one', 'now', 'kindness', 'matters', 'mental', 'health']"
YorkCruse,"RT @CruseCare: 📚 Pupils’ experiences of lockdown will have been varied. For some, it will have been a safe &amp; enjoyable time. For others, ch…",2020-06-08 15:11:27,"York, Harrogate, Pickering and all surrounding areas.","@crusecare: 📚 pupils’ experiences lockdown varied. some, safe enjoyable time. others, ch…","['crusecare', 'pupils', 'experiences', 'lockdown', 'varied', 'some', 'safe', 'enjoyable', 'time', 'others', 'ch']"
KiraPhilpott,RT @lewis_heth: A huge shout out to @KiraPhilpott for all her inspirational hard work &amp; thank you for sharing your story with @mentalhealth…,2020-06-08 15:05:48,,@lewis_heth: huge shout @kiraphilpott inspirational hard work thank sharing story @mentalhealth…,"['lewis_heth', 'huge', 'shout', 'kiraphilpott', 'inspirational', 'hard', 'work', 'thank', 'sharing', 'story', 'mentalhealth']"
KiraPhilpott,@lewis_heth @mentalhealth Thanks Heather😊x,2020-06-08 15:05:28,,@lewis_heth @mentalhealth thanks heather😊x,"['lewis_heth', 'mentalhealth', 'thanks', 'heather']"
OneHubRacing,"RT @mentalhealth: 🤝Kindness can be the key to turning things around when they feel upside down😊...  

Did you know that kindness can help t…",2020-06-08 15:05:00,Worldwide,@mentalhealth: 🤝kindness key turning things around feel upside down😊... know kindness help t…,"['mentalhealth', 'kindness', 'key', 'turning', 'things', 'around', 'feel', 'upside', 'down', 'know', 'kindness', 'help']"
